"Date","Open","High","Low","Close","Volume"
"Oct 25, 2022","4,560.00","4,610.00","4,550.00","4,590.00","233,948,800"
"Oct 24, 2022","4,430.00","4,540.00","4,430.00","4,500.00","186,997,700"
"Oct 21, 2022","4,360.00","4,460.00","4,360.00","4,430.00","165,052,200"
"Oct 20, 2022","4,280.00","4,400.00","4,280.00","4,390.00","149,521,700"
"Oct 19, 2022","4,280.00","4,340.00","4,280.00","4,300.00","81,682,300"
"Oct 18, 2022","4,280.00","4,340.00","4,280.00","4,290.00","161,444,100"
"Oct 17, 2022","4,270.00","4,320.00","4,260.00","4,300.00","145,506,000"
"Oct 14, 2022","4,380.00","4,390.00","4,270.00","4,270.00","180,841,100"
"Oct 13, 2022","4,390.00","4,420.00","4,350.00","4,350.00","104,269,900"
"Oct 12, 2022","4,470.00","4,470.00","4,400.00","4,400.00","128,741,800"
"Oct 11, 2022","4,390.00","4,430.00","4,370.00","4,430.00","133,742,200"
"Oct 10, 2022","4,420.00","4,430.00","4,340.00","4,370.00","193,923,600"
"Oct 7, 2022","4,480.00","4,490.00","4,430.00","4,440.00","133,678,600"
"Oct 6, 2022","4,540.00","4,570.00","4,510.00","4,510.00","123,346,200"
"Oct 5, 2022","4,660.00","4,660.00","4,540.00","4,540.00","182,246,200"
"Oct 4, 2022","4,560.00","4,650.00","4,560.00","4,640.00","256,367,100"
"Oct 3, 2022","4,500.00","4,550.00","4,480.00","4,530.00","159,559,600"
"Sep 30, 2022","4,450.00","4,510.00","4,410.00","4,490.00","224,229,200"
"Sep 29, 2022","4,520.00","4,540.00","4,460.00","4,480.00","169,368,600"
"Sep 28, 2022","4,510.00","4,560.00","4,480.00","4,520.00","161,815,300"
"Sep 27, 2022","4,500.00","4,550.00","4,480.00","4,530.00","213,704,600"
"Sep 26, 2022","4,480.00","4,540.00","4,410.00","4,540.00","280,747,500"
"Sep 23, 2022","4,540.00","4,560.00","4,480.00","4,480.00","139,074,000"
"Sep 22, 2022","4,500.00","4,580.00","4,500.00","4,560.00","100,425,300"
"Sep 21, 2022","4,490.00","4,550.00","4,470.00","4,550.00","159,976,900"
"Sep 20, 2022","4,570.00","4,600.00","4,490.00","4,490.00","138,695,500"
"Sep 19, 2022","4,520.00","4,600.00","4,500.00","4,570.00","134,432,000"
"Sep 16, 2022","4,610.00","4,620.00","4,500.00","4,500.00","282,492,200"
"Sep 15, 2022","4,600.00","4,700.00","4,590.00","4,610.00","295,664,100"
"Sep 14, 2022","4,520.00","4,610.00","4,510.00","4,580.00","149,960,600"
"Sep 13, 2022","4,560.00","4,640.00","4,560.00","4,580.00","141,828,800"
"Sep 12, 2022","4,610.00","4,630.00","4,560.00","4,560.00","97,988,000"
"Sep 9, 2022","4,640.00","4,640.00","4,570.00","4,610.00","119,286,700"
"Sep 8, 2022","4,480.00","4,620.00","4,480.00","4,600.00","250,373,200"
"Sep 7, 2022","4,510.00","4,550.00","4,460.00","4,460.00","231,936,700"
"Sep 6, 2022","4,670.00","4,690.00","4,550.00","4,560.00","188,042,700"
"Sep 5, 2022","4,430.00","4,600.00","4,420.00","4,590.00","261,126,600"
"Sep 2, 2022","4,410.00","4,450.00","4,380.00","4,450.00","220,616,600"
"Sep 1, 2022","4,320.00","4,390.00","4,310.00","4,390.00","139,929,300"
"Aug 31, 2022","4,250.00","4,350.00","4,240.00","4,340.00","191,475,700"
"Aug 30, 2022","4,250.00","4,300.00","4,250.00","4,260.00","157,219,500"
"Aug 29, 2022","4,250.00","4,270.00","4,220.00","4,250.00","88,409,800"
"Aug 26, 2022","4,280.00","4,290.00","4,270.00","4,270.00","87,375,200"
"Aug 25, 2022","4,280.00","4,300.00","4,270.00","4,270.00","117,653,800"
"Aug 24, 2022","4,300.00","4,330.00","4,280.00","4,290.00","75,055,900"
"Aug 23, 2022","4,260.00","4,310.00","4,260.00","4,300.00","107,799,500"
"Aug 22, 2022","4,320.00","4,330.00","4,270.00","4,270.00","121,124,400"
"Aug 19, 2022","4,340.00","4,340.00","4,300.00","4,300.00","84,552,100"
"Aug 18, 2022","4,330.00","4,340.00","4,310.00","4,330.00","138,795,300"
"Aug 16, 2022","4,350.00","4,350.00","4,270.00","4,280.00","205,432,400"
"Aug 15, 2022","4,330.00","4,350.00","4,300.00","4,300.00","135,099,400"
"Aug 12, 2022","4,340.00","4,350.00","4,320.00","4,320.00","103,916,700"
"Aug 11, 2022","4,380.00","4,410.00","4,340.00","4,350.00","193,329,000"
"Aug 10, 2022","4,350.00","4,370.00","4,300.00","4,310.00","205,341,100"
"Aug 9, 2022","4,400.00","4,470.00","4,390.00","4,410.00","181,747,100"
"Aug 8, 2022","4,360.00","4,400.00","4,340.00","4,370.00","107,242,600"
"Aug 5, 2022","4,360.00","4,400.00","4,320.00","4,360.00","168,879,400"
"Aug 4, 2022","4,380.00","4,390.00","4,350.00","4,360.00","120,175,700"
"Aug 3, 2022","4,410.00","4,420.00","4,350.00","4,380.00","103,412,300"
"Aug 2, 2022","4,360.00","4,400.00","4,300.00","4,400.00","173,931,000"
"Aug 1, 2022","4,390.00","4,410.00","4,330.00","4,360.00","200,791,700"
"Jul 29, 2022","4,390.00","4,430.00","4,340.00","4,360.00","228,669,400"
"Jul 28, 2022","4,340.00","4,400.00","4,340.00","4,360.00","136,421,400"
"Jul 27, 2022","4,380.00","4,380.00","4,300.00","4,320.00","88,570,800"
"Jul 26, 2022","4,270.00","4,350.00","4,260.00","4,330.00","97,709,800"
"Jul 25, 2022","4,250.00","4,300.00","4,250.00","4,250.00","60,952,800"
"Jul 22, 2022","4,330.00","4,330.00","4,270.00","4,270.00","86,561,100"
"Jul 21, 2022","4,300.00","4,310.00","4,230.00","4,310.00","130,405,400"
"Jul 20, 2022","4,180.00","4,300.00","4,160.00","4,300.00","220,223,600"
"Jul 19, 2022","4,150.00","4,150.00","4,110.00","4,110.00","122,905,900"
"Jul 18, 2022","4,110.00","4,140.00","4,080.00","4,140.00","135,284,500"
"Jul 15, 2022","4,060.00","4,120.00","4,050.00","4,110.00","91,362,800"
"Jul 14, 2022","4,010.00","4,090.00","4,010.00","4,070.00","188,729,700"
"Jul 13, 2022","4,110.00","4,130.00","4,030.00","4,060.00","165,745,200"
"Jul 12, 2022","4,120.00","4,140.00","4,100.00","4,110.00","56,085,200"
"Jul 11, 2022","4,150.00","4,170.00","4,100.00","4,120.00","80,867,700"
"Jul 8, 2022","4,090.00","4,200.00","4,050.00","4,200.00","112,914,000"
"Jul 7, 2022","4,040.00","4,110.00","4,040.00","4,050.00","172,127,500"
"Jul 6, 2022","4,050.00","4,100.00","4,020.00","4,080.00","125,309,100"
"Jul 5, 2022","4,040.00","4,160.00","4,040.00","4,090.00","180,648,400"
"Jul 4, 2022","4,090.00","4,120.00","3,960.00","4,040.00","246,853,600"
"Jul 1, 2022","4,150.00","4,200.00","4,110.00","4,140.00","154,659,500"
"Jun 30, 2022","4,120.00","4,220.00","4,120.00","4,150.00","239,939,100"
"Jun 29, 2022","4,280.00","4,310.00","4,180.00","4,180.00","228,536,100"
"Jun 28, 2022","4,320.00","4,330.00","4,280.00","4,300.00","178,535,800"
"Jun 27, 2022","4,310.00","4,330.00","4,270.00","4,280.00","152,306,100"
"Jun 24, 2022","4,320.00","4,350.00","4,310.00","4,340.00","66,083,900"
"Jun 23, 2022","4,300.00","4,360.00","4,300.00","4,310.00","127,600,700"
"Jun 22, 2022","4,410.00","4,410.00","4,310.00","4,320.00","106,208,500"
"Jun 21, 2022","4,430.00","4,430.00","4,380.00","4,380.00","103,964,600"
"Jun 20, 2022","4,400.00","4,410.00","4,340.00","4,400.00","95,058,800"
"Jun 17, 2022","4,370.00","4,400.00","4,350.00","4,370.00","185,763,100"
"Jun 16, 2022","4,420.00","4,530.00","4,410.00","4,430.00","240,023,000"
"Jun 15, 2022","4,360.00","4,450.00","4,360.00","4,450.00","160,729,900"
"Jun 14, 2022","4,300.00","4,410.00","4,300.00","4,360.00","150,381,800"
"Jun 13, 2022","4,260.00","4,350.00","4,260.00","4,340.00","164,017,200"
"Jun 10, 2022","4,470.00","4,470.00","4,360.00","4,400.00","222,410,400"
"Jun 9, 2022","4,500.00","4,520.00","4,480.00","4,490.00","161,768,800"
"Jun 8, 2022","4,400.00","4,470.00","4,380.00","4,470.00","150,604,000"
"Jun 7, 2022","4,460.00","4,460.00","4,400.00","4,400.00","133,318,000"
"Jun 6, 2022","4,470.00","4,510.00","4,400.00","4,430.00","157,277,700"
"Jun 3, 2022","4,530.00","4,570.00","4,510.00","4,520.00","117,643,300"
"Jun 2, 2022","4,540.00","4,600.00","4,480.00","4,480.00","225,697,500"
"May 31, 2022","4,470.00","4,630.00","4,450.00","4,630.00","379,626,500"
"May 30, 2022","4,540.00","4,540.00","4,390.00","4,430.00","193,724,500"
"May 27, 2022","4,500.00","4,540.00","4,440.00","4,540.00","209,962,100"
"May 25, 2022","4,430.00","4,450.00","4,350.00","4,350.00","138,961,700"
"May 24, 2022","4,320.00","4,500.00","4,320.00","4,460.00","165,758,600"
"May 23, 2022","4,410.00","4,440.00","4,320.00","4,330.00","175,709,000"
"May 20, 2022","4,440.00","4,490.00","4,410.00","4,430.00","122,101,000"
"May 19, 2022","4,350.00","4,460.00","4,300.00","4,440.00","132,614,900"
"May 18, 2022","4,500.00","4,530.00","4,430.00","4,450.00","129,716,500"
"May 17, 2022","4,270.00","4,520.00","4,270.00","4,450.00","272,650,400"
"May 13, 2022","4,250.00","4,360.00","4,250.00","4,250.00","336,711,300"
"May 12, 2022","4,490.00","4,490.00","4,300.00","4,320.00","207,373,600"
"May 11, 2022","4,550.00","4,580.00","4,480.00","4,490.00","205,233,800"
"May 10, 2022","4,260.00","4,530.00","4,260.00","4,530.00","435,782,800"
"May 9, 2022","4,750.00","4,760.00","4,530.00","4,530.00","561,600,400"
"Apr 28, 2022","4,870.00","4,930.00","4,860.00","4,870.00","193,821,200"
"Apr 27, 2022","4,900.00","4,930.00","4,850.00","4,850.00","191,955,100"
"Apr 26, 2022","4,840.00","4,980.00","4,830.00","4,940.00","262,734,300"
"Apr 25, 2022","4,700.00","4,850.00","4,670.00","4,840.00","235,752,400"
"Apr 22, 2022","4,750.00","4,850.00","4,720.00","4,750.00","174,349,500"
"Apr 21, 2022","4,850.00","4,850.00","4,760.00","4,800.00","208,253,300"
"Apr 20, 2022","4,610.00","4,870.00","4,600.00","4,850.00","404,383,100"
"Apr 19, 2022","4,550.00","4,600.00","4,540.00","4,570.00","148,475,600"
"Apr 18, 2022","4,550.00","4,580.00","4,540.00","4,550.00","82,795,100"
"Apr 14, 2022","4,600.00","4,610.00","4,530.00","4,540.00","150,659,600"
"Apr 13, 2022","4,640.00","4,640.00","4,590.00","4,610.00","112,327,600"
"Apr 12, 2022","4,550.00","4,610.00","4,550.00","4,610.00","96,961,200"
"Apr 11, 2022","4,600.00","4,620.00","4,570.00","4,570.00","109,861,100"
"Apr 8, 2022","4,630.00","4,650.00","4,600.00","4,610.00","125,657,900"
"Apr 7, 2022","4,670.00","4,670.00","4,620.00","4,630.00","91,942,500"
"Apr 6, 2022","4,690.00","4,690.00","4,600.00","4,600.00","111,009,800"
"Apr 5, 2022","4,730.00","4,740.00","4,670.00","4,700.00","76,154,300"
"Apr 4, 2022","4,730.00","4,730.00","4,660.00","4,700.00","103,902,000"
"Apr 1, 2022","4,690.00","4,730.00","4,630.00","4,730.00","145,105,000"
"Mar 31, 2022","4,700.00","4,750.00","4,660.00","4,660.00","158,650,000"
"Mar 30, 2022","4,740.00","4,740.00","4,690.00","4,710.00","83,364,400"
"Mar 29, 2022","4,750.00","4,750.00","4,670.00","4,690.00","93,155,100"
"Mar 28, 2022","4,730.00","4,740.00","4,670.00","4,730.00","106,801,800"
"Mar 25, 2022","4,760.00","4,760.00","4,650.00","4,710.00","137,104,800"
"Mar 24, 2022","4,640.00","4,730.00","4,620.00","4,730.00","206,271,600"
"Mar 23, 2022","4,680.00","4,690.00","4,620.00","4,650.00","146,545,100"
"Mar 22, 2022","4,690.00","4,710.00","4,640.00","4,640.00","177,758,500"
"Mar 21, 2022","4,600.00","4,630.00","4,560.00","4,590.00","118,791,900"
"Mar 18, 2022","4,700.00","4,700.00","4,580.00","4,580.00","257,863,400"
"Mar 17, 2022","4,690.00","4,700.00","4,610.00","4,650.00","224,068,000"
"Mar 16, 2022","4,650.00","4,660.00","4,610.00","4,650.00","226,817,000"
"Mar 15, 2022","4,550.00","4,640.00","4,530.00","4,610.00","357,755,700"
"Mar 14, 2022","4,440.00","4,540.00","4,410.00","4,520.00","212,052,100"
"Mar 11, 2022","174.25","","","",""
"Mar 11, 2022","4,400.00","4,440.00","4,370.00","4,400.00","275,965,300"
"Mar 10, 2022","4,640.00","4,640.00","4,510.00","4,570.00","225,575,800"
"Mar 9, 2022","4,530.00","4,590.00","4,500.00","4,570.00","191,967,100"
"Mar 8, 2022","4,500.00","4,560.00","4,430.00","4,430.00","214,870,200"
"Mar 7, 2022","4,580.00","4,630.00","4,520.00","4,520.00","224,515,800"
"Mar 4, 2022","4,720.00","4,730.00","4,610.00","4,670.00","292,022,600"
"Mar 2, 2022","4,680.00","4,690.00","4,550.00","4,560.00","186,635,200"
"Mar 1, 2022","4,850.00","4,860.00","4,630.00","4,630.00","494,657,800"
"Feb 25, 2022","4,450.00","4,550.00","4,410.00","4,550.00","301,346,400"
"Feb 24, 2022","4,470.00","4,470.00","4,370.00","4,390.00","217,523,600"
"Feb 23, 2022","4,520.00","4,520.00","4,460.00","4,480.00","160,827,800"
"Feb 22, 2022","4,440.00","4,470.00","4,420.00","4,430.00","109,060,900"
"Feb 21, 2022","4,460.00","4,490.00","4,440.00","4,490.00","133,717,300"
"Feb 18, 2022","4,400.00","4,440.00","4,370.00","4,430.00","127,058,000"
"Feb 17, 2022","4,390.00","4,410.00","4,340.00","4,400.00","118,305,100"
"Feb 16, 2022","4,470.00","4,470.00","4,410.00","4,420.00","89,636,300"
"Feb 15, 2022","4,440.00","4,450.00","4,390.00","4,430.00","96,658,500"
"Feb 14, 2022","4,450.00","4,450.00","4,380.00","4,410.00","105,260,000"
"Feb 11, 2022","4,420.00","4,450.00","4,380.00","4,450.00","103,418,200"
"Feb 10, 2022","4,500.00","4,500.00","4,450.00","4,470.00","112,521,600"
"Feb 9, 2022","4,400.00","4,500.00","4,380.00","4,450.00","149,000,100"
"Feb 8, 2022","4,450.00","4,550.00","4,400.00","4,440.00","310,878,100"
"Feb 7, 2022","4,240.00","4,410.00","4,220.00","4,400.00","468,016,600"
"Feb 4, 2022","4,170.00","4,210.00","4,150.00","4,210.00","236,602,900"
"Feb 3, 2022","4,180.00","4,180.00","4,130.00","4,130.00","157,898,800"
"Feb 2, 2022","4,120.00","4,120.00","4,060.00","4,070.00","81,546,300"
"Jan 31, 2022","4,170.00","4,170.00","4,070.00","4,070.00","78,498,500"
"Jan 28, 2022","4,170.00","4,170.00","4,090.00","4,140.00","84,812,100"
"Jan 27, 2022","4,070.00","4,140.00","4,060.00","4,140.00","80,682,900"
"Jan 26, 2022","4,030.00","4,100.00","4,030.00","4,090.00","97,589,500"
"Jan 25, 2022","4,100.00","4,110.00","4,000.00","4,070.00","185,007,800"
"Jan 24, 2022","4,140.00","4,160.00","4,100.00","4,120.00","76,709,900"
"Jan 21, 2022","4,130.00","4,170.00","4,110.00","4,170.00","84,972,500"
"Jan 20, 2022","4,130.00","4,160.00","4,110.00","4,130.00","86,394,600"
"Jan 19, 2022","4,210.00","4,210.00","4,130.00","4,130.00","109,954,700"
"Jan 18, 2022","4,240.00","4,240.00","4,140.00","4,190.00","120,275,000"
"Jan 17, 2022","4,200.00","4,210.00","4,180.00","4,210.00","102,957,100"
"Jan 14, 2022","4,190.00","4,210.00","4,160.00","4,180.00","110,213,800"
"Jan 13, 2022","4,180.00","4,190.00","4,170.00","4,190.00","103,522,400"
"Jan 12, 2022","4,170.00","4,180.00","4,130.00","4,160.00","65,907,000"
"Jan 11, 2022","4,180.00","4,180.00","4,130.00","4,150.00","99,404,900"
"Jan 10, 2022","4,190.00","4,210.00","4,180.00","4,180.00","70,722,600"
"Jan 7, 2022","4,170.00","4,200.00","4,150.00","4,190.00","101,275,000"
"Jan 6, 2022","4,240.00","4,240.00","4,140.00","4,160.00","137,280,000"
"Jan 5, 2022","4,180.00","4,230.00","4,130.00","4,210.00","174,376,400"
"Jan 4, 2022","4,200.00","4,210.00","4,160.00","4,160.00","93,950,000"
"Jan 3, 2022","4,120.00","4,190.00","4,090.00","4,180.00","90,842,500"
